Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
60,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",6,No,No,Yes,Got the book some other way,Yes,Yes
60,Male,White,Divorced,High school incomplete,Disabled,"$10,000 to under $20,000",6,Yes,No,No,Purchased the book,Yes,No
60,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,No,No
60,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,Yes,No
59,Male,White,Separated,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",6,Yes,No,No,Borrowed the book from a library,No,No
59,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,No,No,Purchased the book,Yes,Yes
59,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes
59,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Got the book some other way,Yes,Yes
58,Male,White,Married,"Some college, no 4-year degree",Employed part-time,"$40,000 to under $50,000",6,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes
58,Male,White,Living with a partner,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,Yes,Yes,Got the book some other way,Yes,Yes
58,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes
57,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,No,No,Purchased the book,Yes,Yes
57,Male,White,Married,College graduate,Retired,Refused,6,Yes,No,No,Purchased the book,No,Yes
56,Female,White,Married,High school graduate,Have own business/self-employed,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,No
56,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
56,Female,White,Divorced,High school graduate,Employed full-time,"$40,000 to under $50,000",6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
56,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,8,No,Yes
56,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$30,000 to under $40,000",6,Yes,No,No,Purchased the book,Yes,No
56,Male,White,Living with a partner,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
56,Female,White,Living with a partner,High school graduate,Not employed for pay,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,Yes
55,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,Yes,Yes
55,Female,White,Married,High school graduate,Employed full-time,Refused,6,Yes,Yes,No,Purchased the book,Yes,Yes
55,Female,White,Married,College graduate,Employed part-time,Refused,6,Yes,No,No,Purchased the book,Yes,No
55,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
54,Female,White,Married,"Some college, no 4-year degree",Other,Refused,6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
54,Female,White,Married,College graduate,Employed full-time,"9$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes
54,Female,White,Married,None,Employed full-time,"$10,000 to under $20,000",6,Yes,No,No,Purchased the book,Yes,Yes
54,Male,White,Divorced,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
53,Male,White,Single,High school graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
53,Female,White,Married,College graduate,Retired,"$75,000 to under $100,000",6,Yes,No,No,Purchased the book,No,Yes
53,Female,White,Married,High school graduate,Employed part-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,Yes,Yes
53,Female,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,No,No
53,Female,White,Married,College graduate,Retired,Refused,6,Yes,No,No,Purchased the book,Yes,Yes
53,Male,White,Never been married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a library,Yes,No
52,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes
52,Female,White,Never been married,High school graduate,Employed full-time,"$20,000 to under $30,000",6,Yes,No,No,Got the book some other way,No,Yes
52,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Got the book some other way,Yes,Yes
51,Female,White,Married,High school incomplete,Not employed for pay,"$20,000 to under $30,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
51,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,No,Yes,Purchased the book,No,Yes
51,Male,White,Never been married,College graduate,Employed full-time,"$10,000 to under $20,000",6,No,Yes,No,Purchased the book,No,Yes
51,Female,White,Divorced,College graduate,Retired,"$50,000 to under $75,000",6,Yes,Yes,No,Purchased the book,Yes,Yes
51,Female,White,Widowed,High school graduate,Employed full-time,"$20,000 to under $30,000",6,Yes,No,No,Purchased the book,Yes,Yes
50,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes
50,Male,White,Living with a partner,College graduate,Not employed for pay,"$20,000 to under $30,000",6,Yes,No,No,Got the book some other way,Yes,Yes
50,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,No
49,Female,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
49,Female,White,Married,College graduate,Employed part-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,No
48,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,Yes,No,Purchased the book,No,Yes
48,Male,White,Don’t know,High school incomplete,Disabled,"Less than $10,000",6,Yes,Yes,No,Borrowed the book from a library,No,No
48,Female,White,Widowed,High school graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,Yes
47,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes
47,Male,White,Married,College graduate,Employed full-time,Refused,6,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
47,Female,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,Yes
47,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
47,Female,White,Married,College graduate,Employed full-time,Refused,6,Yes,Yes,No,Borrowed the book from a library,Yes,No
47,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,No,No
47,Male,White,Married,"Technical, trade or vocational school AFTER high school",Disabled,"$30,000 to under $40,000",6,Yes,No,No,Got the book some other way,Yes,Yes
47,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,Yes,Got the book some other way,No,No
46,Male,White,Single,"Technical, trade or vocational school AFTER high school",Retired,"$10,000 to under $20,000",6,No,No,Yes,Purchased the book,No,No
46,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,No,Yes
45,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,Yes,Yes,Purchased the book,No,Yes
44,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",6,Yes,No,No,Purchased the book,Yes,No
44,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,No,No,Purchased the book,Yes,Yes
43,Female,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
43,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
42,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,"$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
42,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Borrowed the book from a library,Yes,Yes
42,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,No,Yes
41,Female,White,Living with a partner,High school incomplete,Not employed for pay,"$20,000 to under $30,000",6,Yes,No,No,Purchased the book,No,No
41,Male,White,Married,College graduate,Not employed for pay,"$100,000 to under $150,000",6,Yes,Yes,No,Purchased the book,No,Yes
40,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",6,Yes,No,No,9,Yes,No
40,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,Yes,No,Purchased the book,Yes,Yes
40,Male,White,Divorced,"Some college, no 4-year degree",Have own business/self-employed,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,No,Yes
39,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",6,Yes,No,Yes,Purchased the book,No,No
39,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,Yes,Yes,Purchased the book,Yes,No
39,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,No,Yes
38,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,No
38,Female,White,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,No
38,Female,White,Married,College graduate,Employed part-time,"9$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes
38,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",6,Yes,Yes,Yes,Purchased the book,Yes,Yes
38,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
36,Female,White,Never been married,High school incomplete,Not employed for pay,"Less than $10,000",6,Yes,No,No,Purchased the book,Yes,No
34,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,No
34,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
34,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,Yes,No
33,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
32,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$30,000 to under $40,000",6,Yes,Yes,No,Purchased the book,Yes,Yes
32,Female,White,Married,College graduate,Employed full-time,Refused,6,Yes,No,No,Purchased the book,No,No
31,Male,White,Married,College graduate,Employed full-time,"$40,000 to under $50,000",6,Yes,No,Yes,Purchased the book,Yes,No
31,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Got the book some other way,Yes,Yes
30,Female,White,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",6,Yes,No,No,Purchased the book,No,Yes
30,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes
29,Female,White,Living with a partner,High school graduate,Employed full-time,"$20,000 to under $30,000",6,Yes,Yes,No,Borrowed the book from a library,No,Yes
